,5
Tuberous_sclerosis_syndrome|Tuberous_sclerosis_1|not_provided,14
Sialuria|GNE_myopathy|not_provided,14
Multiple_acyl-CoA_dehydrogenase_deficiency|not_provided,14
Familial_cancer_of_breast,14
Autosomal_recessive_nonsyndromic_hearing_loss_31|Usher_syndrome_type_2D|not_specified|not_provided,14
Marfan_syndrome|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_specified|not_provided,14
Adenylosuccinate_lyase_deficiency|not_provided,14
Pheochromocytoma|Gastrointestinal_stromal_tumor|Paragangliomas_4|Hereditary_cancer-predisposing_syndrome,14
CFTR-related_disorders|Cystic_fibrosis|Congenital_bilateral_aplasia_of_vas_deferens_from_CFTR_mutation|not_specified|not_provided,14
"Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Dilated_cardiomyopathy_1G|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Early-onset_myopathy_with_fatal_cardiomyopathy|not_specified",14
Dystrophin_deficiency|Cardiomyopathy|Becker_muscular_dystrophy|Duchenne_muscular_dystrophy|not_specified|Cardiovascular_phenotype|not_provided,14
RYR1-Related_Disorders|not_provided,14
Ullrich_congenital_muscular_dystrophy_2|Bethlem_myopathy_2|not_provided,14
Mowat-Wilson_syndrome|not_provided,14
Hereditary_leiomyomatosis_and_renal_cell_cancer|Fumarase_deficiency|Hereditary_cancer-predisposing_syndrome|not_provided,14
Autosomal_recessive_polycystic_kidney_disease|not_specified|not_provided,14
Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2B|Qualitative_or_quantitative_defects_of_dysferlin|not_provided,14
Hereditary_cancer-predisposing_syndrome|PTEN_hamartoma_tumor_syndrome,14
Histidinemia,14
Rotor_syndrome,14
Long_QT_syndrome|Congenital_long_QT_syndrome|Long_QT_syndrome_1|Cardiovascular_phenotype|not_provided,14
Hereditary_cancer-predisposing_syndrome|Familial_thoracic_aortic_aneurysm_and_aortic_dissection,14
Retinitis_pigmentosa|Usher_syndrome_type_2A|not_specified|not_provided,14
Tuberous_sclerosis_syndrome|Tuberous_sclerosis_2|Hereditary_cancer-predisposing_syndrome,14
Catecholaminergic_polymorphic_ventricular_tachycardia,14
Deficiency_of_butyryl-CoA_dehydrogenase|not_provided,14
Lynch_syndrome_5|Hereditary_cancer-predisposing_syndrome|Hereditary_nonpolyposis_colorectal_neoplasms|not_provided,13
Tuberous_sclerosis_2|Hereditary_cancer-predisposing_syndrome|not_specified,13
Lynch_syndrome|Hereditary_cancer-predisposing_syndrome|Hereditary_nonpolyposis_colon_cancer|Hereditary_nonpolyposis_colorectal_neoplasms|not_provided,13
Hypertrophic_cardiomyopathy|not_specified,13
Joubert_syndrome_17|not_specified|not_provided,13
Central_core_myopathy|RYR1-Related_Disorders|not_provided,13
Dihydropyrimidine_dehydrogenase_deficiency,13
Severe_myoclonic_epilepsy_in_infancy|not_provided,13
Familial_adenomatous_polyposis_2,13
Childhood-Onset_Schizophrenia,13
Uterine_leiomyoma,13
Autosomal_dominant_Parkinson_disease_8|not_specified|not_provided,13
not_specified|Cardiovascular_phenotype|not_provided,13
Familial_adenomatous_polyposis_2|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided,13
CHARGE_association|Hypogonadotropic_hypogonadism_5_with_or_without_anosmia|Inborn_genetic_diseases|not_specified|not_provided,13
"Heterotopia,_periventricular,_X-linked_dominant",13
Gorlin_syndrome,13
Primary_ciliary_dyskinesia|Primary_ciliary_dyskinesia_3|not_provided,13
Usher_syndrome_type_1|not_specified|not_provided,13
Finnish_congenital_nephrotic_syndrome|not_provided,13
Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2B|Distal_myopathy_with_anterior_tibial_onset|Qualitative_or_quantitative_defects_of_dysferlin|Miyoshi_muscular_dystrophy_1|not_provided,13
MHC_class_I_deficiency,13
Hereditary_diffuse_gastric_adenocarcinoma|Hereditary_cancer-predisposing_syndrome|not_provided,13
Androgen_resistance_syndrome,13
Sotos_syndrome_1|Inborn_genetic_diseases|not_specified|not_provided,13
Pontoneocerebellar_hypoplasia|not_specified|not_provided,13
Epileptic_encephalopathy|not_provided,13
Pendred_syndrome|Autosomal_recessive_nonsyndromic_hearing_loss_4|not_specified|not_provided,13
Lynch_syndrome|Lynch_syndrome_5|Hereditary_cancer-predisposing_syndrome|Hereditary_nonpolyposis_colorectal_neoplasms|not_provided,13
"Colorectal_cancer,_susceptibility_to,_12|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided",13
Progressive_familial_intrahepatic_cholestasis_type_2|not_specified|not_provided,13
Kabuki_syndrome_1|Kabuki_syndrome|not_provided,13
Autosomal_recessive_polycystic_kidney_disease|Polycystic_kidney_disease_4|not_provided,13
Carcinoma_of_colon|Lynch_syndrome|Hereditary_cancer-predisposing_syndrome|Hereditary_nonpolyposis_colorectal_neoplasms|not_provided,13
Maturity_onset_diabetes_mellitus_in_young|Maturity-onset_diabetes_of_the_young_type_2|not_provided,13
Combined_immunodeficiency_due_to_LRBA_deficiency,12
Dystonic_disorder,12
Pheochromocytoma|Gastrointestinal_stromal_tumor|Paragangliomas_4|Hereditary_cancer-predisposing_syndrome|not_provided,12
"Seckel_syndrome_5|Microcephaly_9,_primary,_autosomal_recessive|not_specified|not_provided",12
"Progressive_familial_intrahepatic_cholestasis_type_3|Cholestasis,_intrahepatic,_of_pregnancy,_3|not_specified|not_provided",12
"Hereditary_breast_ovarian_cancer_syndrome|Fanconi_anemia_complementation_group_D1|Hereditary_cancer-predisposing_syndrome|Breast-ovarian_cancer,_familial,_susceptibility_to,_2|not_specified|not_provided",12
Spastic_paraplegia|Hereditary_spastic_paraplegia_15|Hereditary_spastic_paraplegia|not_specified|not_provided,12
Isolated_focal_cortical_dysplasia_type_II|Tuberous_sclerosis_syndrome|Lymphangiomyomatosis|Tuberous_sclerosis_2|Hereditary_cancer-predisposing_syndrome|not_provided,12
Werner_syndrome,12
Arrhythmogenic_right_ventricular_dysplasia_9|not_provided,12
"Glycogen_storage_disease,_type_V|not_provided",12
Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_9|not_specified|Cardiovascular_phenotype|not_provided,12
"Aortic_aneurysm,_familial_thoracic_7|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_specified|not_provided",12
Arrhythmogenic_cardiomyopathy_with_woolly_hair_and_keratoderma|Arrhythmogenic_right_ventricular_dysplasia_8|not_provided,12
Non-ketotic_hyperglycinemia|not_provided,12
Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_10|not_specified|Cardiovascular_phenotype|not_provided,12
Usher_syndrome_type_1|Usher_syndrome_type_1D|Autosomal_recessive_nonsyndromic_hearing_loss_12|not_specified|CDH23-Related_Disorders|not_provided,12
Kabuki_syndrome|not_specified|not_provided,12
Pitt-Hopkins_syndrome,12
Wilson_disease|not_specified|not_provided,12
Koolen-de_Vries_syndrome|not_provided,12
Renal_tubular_dysgenesis,12
Cardiomyopathy|Hypertrophic_cardiomyopathy,12
Curry-Hall_syndrome|Ellis-van_Creveld_syndrome|not_provided,12
Autosomal_recessive_retinitis_pigmentosa|not_provided,12
Citrullinemia|Citrullinemia_type_I|not_provided,12
"Episodic_ataxia_type_2|Developmental_and_epileptic_encephalopathy,_42|Inborn_genetic_diseases|not_specified|not_provided",12
Dubin-Johnson_syndrome|not_specified|not_provided,12
Galactosylceramide_beta-galactosidase_deficiency|not_provided,12
"Acromicric_dysplasia|Ectopia_lentis_1,_isolated,_autosomal_dominant|Marfan_syndrome|Stiff_skin_syndrome|MASS_syndrome|Weill-Marchesani_syndrome_2,_dominant|Geleophysic_dysplasia_2|Progeroid_and_marfanoid_aspect-lipodystrophy_syndrome|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_provided",12
Myosclerosis|Bethlem_myopathy_1|Collagen_6-related_myopathy|not_specified|not_provided,12
Hereditary_breast_ovarian_cancer_syndrome|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided,12
Primary_dilated_cardiomyopathy|Dilated_cardiomyopathy_1G|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J,12
"Hereditary_breast_ovarian_cancer_syndrome|Hereditary_cancer-predisposing_syndrome|Breast-ovarian_cancer,_familial,_susceptibility_to,_2|Breast-ovarian_cancer,_familial,_susceptibility_to,_1|not_provided",12
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Dilated_cardiomyopathy_1G|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Early-onset_myopathy_with_fatal_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided",12
Non-ketotic_hyperglycinemia,12
"Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Dilated_cardiomyopathy_1G|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Early-onset_myopathy_with_fatal_cardiomyopathy|Hypertrophic_cardiomyopathy_9|Cardiovascular_phenotype|not_provided",12
Autosomal_recessive_nonsyndromic_hearing_loss_8|not_specified|not_provided,11
Hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided,11
Cardiomyopathy,11
Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_provided|Rare_genetic_deafness,11
Cardiac_arrhythmia,11
Long_QT_syndrome_1,11
Hereditary_cancer-predisposing_syndrome|Hereditary_nonpolyposis_colon_cancer|Hereditary_nonpolyposis_colorectal_neoplasms|not_provided,11
Lynch_syndrome|Hereditary_nonpolyposis_colorectal_neoplasms|not_provided,11
Pierson_syndrome|LAMB2-related_infantile-onset_nephrotic_syndrome,11
Ataxia_-_intellectual_disability_-_oculomotor_apraxia_-_cerebellar_cysts_syndrome|not_provided,11
Hepatic_methionine_adenosyltransferase_deficiency,11
Wilson_disease|Inborn_genetic_diseases|not_specified|not_provided,11
Retinoblastoma|Hereditary_cancer-predisposing_syndrome|not_provided,11
Curry-Hall_syndrome|Ellis-van_Creveld_syndrome|not_specified|not_provided,11
Long_QT_syndrome|not_specified|Cardiovascular_phenotype|not_provided,11
"Primary_hyperoxaluria,_type_I|not_specified|not_provided",11
"Hypercholesterolemia|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Homozygous_familial_hypercholesterolemia|Cardiovascular_phenotype|not_provided",11
Dopamine_beta-hydroxylase_deficiency,11
Hereditary_cancer-predisposing_syndrome|Familial_cancer_of_breast|not_specified|not_provided,11
Malignant_tumor_of_breast|Hereditary_cancer-predisposing_syndrome|Familial_cancer_of_breast|not_provided,11
Chronic_progressive_multiple_sclerosis,11
Maple_syrup_urine_disease|Maple_syrup_urine_disease_type_1A|not_provided,11
Tuberous_sclerosis_1|Hereditary_cancer-predisposing_syndrome|not_provided,11
Fraser_syndrome_1|not_provided,11
Junctional_epidermolysis_bullosa_with_pyloric_atresia|not_provided,11
Donnai-Barrow_syndrome|not_provided,11
"Hereditary_breast_ovarian_cancer_syndrome|Familial_cancer_of_breast|Breast-ovarian_cancer,_familial,_susceptibility_to,_2",11
Autosomal_dominant_Parkinson_disease_8|not_provided,11
Usher_syndrome_type_1C|not_specified|not_provided,11
Hereditary_breast_ovarian_cancer_syndrome|Hereditary_cancer-predisposing_syndrome|Familial_cancer_of_breast|not_provided,11
Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_specified|not_provided,11
Hereditary_pancreatitis|not_provided,11
Marfan_Syndrome/Loeys-Dietz_Syndrome/Familial_Thoracic_Aortic_Aneurysms_and_Dissections,11
Hereditary_cancer-predisposing_syndrome|Familial_multiple_polyposis_syndrome|Familial_adenomatous_polyposis_1|not_provided,11
Pheochromocytoma|Gastrointestinal_stromal_tumor|Paragangliomas_4|Hereditary_cancer-predisposing_syndrome|Hereditary_pheochromocytoma-paraganglioma|not_provided,11
Three_Vessel_Coronary_Disease,11
Desbuquois_dysplasia_1,11
"Developmental_and_epileptic_encephalopathy,_1|Familial_infantile_myoclonic_epilepsy|Autosomal_dominant_nonsyndromic_hearing_loss_65|Inborn_genetic_diseases|not_specified|Caused_by_mutation_in_the_TBC1_domain_family,_member_24|not_provided",11
Marfan_syndrome|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Marfan_Syndrome/Loeys-Dietz_Syndrome/Familial_Thoracic_Aortic_Aneurysms_and_Dissections,11
Supravalvar_aortic_stenosis,11
Adrenoleukodystrophy|not_provided,11
Maturity-onset_diabetes_of_the_young_type_2,11
Spastic_paraplegia,11
"Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Hypertrophic_cardiomyopathy_26|not_specified|Cardiovascular_phenotype|Dilated_Cardiomyopathy,_Dominant|not_provided",11
Congenital_long_QT_syndrome,11
Landau-Kleffner_syndrome|not_provided,11
COG5-congenital_disorder_of_glycosylation|not_specified,11
Tay-Sachs_disease,11
"Autosomal_recessive_ataxia,_Beauce_type|Emery-Dreifuss_muscular_dystrophy_4,_autosomal_dominant|not_specified",11
Long_QT_syndrome_2,11
Deficiency_of_pyrroline-5-carboxylate_reductase,10
Norman-Roberts_syndrome|Familial_temporal_lobe_epilepsy_7,10
3M_syndrome_2|not_provided,10
Congenital_stationary_night_blindness_1E|not_provided,10
"Leigh_syndrome|Mitochondrial_complex_I_deficiency,_nuclear_type_1|not_specified|not_provided",10
3M_syndrome_2|not_specified|not_provided,10
Dent_disease_type_1,10
"Microcephaly,_normal_intelligence_and_immunodeficiency|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided",10
Vici_syndrome,10
"Congenital_adrenal_hypoplasia,_X-linked",10
Cardiomyopathy|not_provided,10
Neuronal_ceroid_lipofuscinosis_1|not_provided,10
"Developmental_and_epileptic_encephalopathy,_2|not_provided",10
LAMA2-related_muscular_dystrophy|Congenital_muscular_dystrophy_due_to_partial_LAMA2_deficiency|not_provided,10
Maturity_onset_diabetes_mellitus_in_young|Maturity-onset_diabetes_of_the_young_type_3|Monogenic_diabetes,10
Perlman_syndrome,10
Dihydropyrimidine_dehydrogenase_deficiency|not_provided,10
Glycogen_storage_disease_type_III,10
Cardiac_arrhythmia|Long_QT_syndrome|Cardiovascular_phenotype|not_provided,10
Primary_familial_hypertrophic_cardiomyopathy,10
Fanconi_anemia_complementation_group_C|Hereditary_cancer-predisposing_syndrome|Fanconi_anemia|not_provided,10
Retinitis_pigmentosa|Retinitis_pigmentosa_25|not_specified|not_provided,10
"Ciliary_dyskinesia,_primary,_37|Spermatogenic_failure_18|not_provided",10
Fumarase_deficiency|Hereditary_cancer-predisposing_syndrome|not_provided,10
Connective_tissue_disorder|not_specified|not_provided,10
Renal_tubular_acidosis_with_progressive_nerve_deafness|not_specified|not_provided,10
Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_4|Left_ventricular_noncompaction_10|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided,10
Fanconi_anemia_complementation_group_P|Fanconi_anemia|not_specified|not_provided,10
"Hereditary_breast_ovarian_cancer_syndrome|Pancreatic_cancer,_susceptibility_to,_4|Hereditary_cancer-predisposing_syndrome|Familial_cancer_of_breast|Fanconi_anemia,_complementation_group_S|Breast-ovarian_cancer,_familial,_susceptibility_to,_1|not_specified|not_provided",10
Cardiomyopathy|Hypertrophic_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided,10
LAMA2-related_muscular_dystrophy|not_provided,10
"Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Dilated_cardiomyopathy_1G|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Early-onset_myopathy_with_fatal_cardiomyopathy|Cardiovascular_phenotype|not_provided",10
Child_syndrome,10
Nephronophthisis|not_provided,10
"Infantile_GM1_gangliosidosis|GM1_gangliosidosis_type_2|GM1_gangliosidosis_type_3|Mucopolysaccharidosis,_MPS-IV-B|GM1_gangliosidosis|not_provided",10
Hereditary_pheochromocytoma-paraganglioma,10
Hemolytic_anemia|Autosomal_dominant_distal_renal_tubular_acidosis|Hereditary_spherocytosis_type_4|not_provided,10
Iodotyrosyl_coupling_defect,10
Lynch_syndrome_5|Hereditary_cancer-predisposing_syndrome|Hereditary_nonpolyposis_colorectal_neoplasms|not_specified|not_provided,10
Fanconi_anemia|not_specified|not_provided,10
Von_Hippel-Lindau_syndrome|Chuvash_polycythemia|not_provided,10
"Glycogen_storage_disease,_type_V|not_specified|not_provided",10
Li-Fraumeni_syndrome_1|Hereditary_cancer-predisposing_syndrome|Li-Fraumeni_syndrome,10
Smith-Lemli-Opitz_syndrome|Inborn_genetic_diseases|not_provided,10
Autosomal_dominant_nonsyndromic_hearing_loss_56|not_provided,10
PTEN_hamartoma_tumor_syndrome|not_provided,10
Retinoblastoma|not_provided,10
Hereditary_breast_ovarian_cancer_syndrome|Hereditary_cancer-predisposing_syndrome|not_specified,10
Bilateral_frontoparietal_polymicrogyria|not_provided,10
"Pyropoikilocytosis,_hereditary|Elliptocytosis_2|Hereditary_spherocytosis_type_3|not_specified|not_provided",10
Cardiomyopathy|Dilated_cardiomyopathy_1DD|not_specified|Cardiovascular_phenotype|not_provided,10
"Hypercholesterolemia,_familial,_1|Cardiovascular_phenotype|not_provided",10
"Hypercholesterolemia|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|not_specified|Cardiovascular_phenotype|not_provided",10
Familial_multiple_polyposis_syndrome,10
"Hereditary_breast_ovarian_cancer_syndrome|Malignant_tumor_of_breast|Hereditary_cancer-predisposing_syndrome|Breast-ovarian_cancer,_familial,_susceptibility_to,_2|Breast_and/or_ovarian_cancer|not_provided",10
Tuberous_sclerosis_syndrome|Tuberous_sclerosis_1|Hereditary_cancer-predisposing_syndrome|not_provided,10
Isolated_focal_cortical_dysplasia_type_II|Tuberous_sclerosis_syndrome|Tuberous_sclerosis_1|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided,10
Iron_accumulation_in_brain,10
"Cardiac_arrhythmia|Progressive_familial_heart_block,_type_1A|Brugada_syndrome_1|Dilated_cardiomyopathy_1E|Ventricular_fibrillation,_paroxysmal_familial,_type_1|Long_QT_syndrome_3|Brugada_syndrome|Congenital_long_QT_syndrome|Sick_sinus_syndrome_1|not_specified|Cardiovascular_phenotype|not_provided",10
X-linked_severe_combined_immunodeficiency,10
Cholestanol_storage_disease|not_provided,10
"Neoplasm_of_ovary|Hereditary_breast_ovarian_cancer_syndrome|Hereditary_cancer-predisposing_syndrome|Breast-ovarian_cancer,_familial,_susceptibility_to,_1|not_provided",10
Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_provided,10
Microcephalic_osteodysplastic_primordial_dwarfism_type_II|not_provided,10
"Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2A|Muscular_dystrophy,_limb-girdle,_autosomal_dominant_4|not_provided",10
"Muscular_dystrophy-dystroglycanopathy_(congenital_with_brain_and_eye_anomalies),_type_A2|Muscular_dystrophy-dystroglycanopathy_(congenital_with_intellectual_disability),_type_B2|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2N|not_specified|not_provided",10
CFTR-related_disorders|Cystic_fibrosis|Congenital_bilateral_aplasia_of_vas_deferens_from_CFTR_mutation,10
Acyl-CoA_dehydrogenase_9_deficiency|not_provided,9
Long_QT_syndrome|Cardiovascular_phenotype,9
